status,model,cand_id,subject,b,test_path,maven_status,llm_method_count,human_method_count,method_name_jaccard,aligned_pair_count,cross_name_pair_count,aligned_method_similarity,aligned_fingerprint_similarity,alignment_coverage_human,alignment_coverage_llm,unmatched_human_method_count,unmatched_llm_method_count,parse_error
ok,deepseek-v4-pro,297,LANG-1364: ExceptionUtils#getRootCause(Throwable t) should return t if no lower level cause exists,60412131f3679b720bcaaaf3dea4be666cefea7a,src/test/java/org/apache/commons/lang3/exception/ExceptionUtilsTest.java,maven_pass,34,34,1.0,34,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,298,LANG-993: Add zero copy write method to StrBuilder; LANG-994: Add zero copy read method to StrBuilder. Thanks to Mikhail Mazursky.,612595106054d0ff2320cc15f88cfef8959e1531,src/test/java/org/apache/commons/lang3/text/StrBuilderTest.java,maven_pass,89,89,1.0,89,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,300,"Add Streams.nonNull(T), non-varargs variant",64736630706adf9e2cbb482fbfcbdc81a9dc02f7,src/test/java/org/apache/commons/lang3/stream/StreamsTest.java,maven_pass,19,19,1.0,19,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,301,LANG-1003: DurationFormatUtils are not able to handle negative durations/periods. Reported by Michael Osipov.,64ef8a80224443c81dfb198cbc567e1b2b9356a2,src/test/java/org/apache/commons/lang3/time/DurationFormatUtilsTest.java,maven_pass,25,25,1.0,25,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,302,Fix generics in org.apache.commons.lang3.stream.Streams.toArray(Class) signature,6622a46857509a8920a3f085dbca007286c703ac,src/test/java/org/apache/commons/lang3/stream/StreamsTest.java,maven_pass,28,28,1.0,28,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,303,Add CalendarUtils.toZonedDateTime(Calendar),666ad13656c690b310fc2c6487dd60b6ed72a5ed,src/test/java/org/apache/commons/lang3/time/CalendarUtilsTest.java,maven_pass,8,8,1.0,8,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,304,Fix NullPointerException in StopWatch.getStopTime(),677e57f56bfae93af520637d47a615013c930266,src/test/java/org/apache/commons/lang3/time/StopWatchTest.java,maven_pass,31,31,1.0,31,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,305,[LANG-1697] TypeUtils.getRawType() throws a NullPointerException on Wildcard GenericArrayType,69c4dddbdecc3bf0bfb565e60d6a9a0f7f0eaea0,src/test/java/org/apache/commons/lang3/reflect/TypeUtilsTest.java,maven_pass,33,33,1.0,33,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,306,"Add RegExUtils.replacePattern(CharSequence, String, String) and deprecate RegExUtils.replacePattern(String, String, String)",6b81f9e6cf42eae235c7ab505d967f60a42d7d66,src/test/java/org/apache/commons/lang3/RegExUtilsTest.java,maven_pass,14,14,1.0,14,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,307,[LANG-1727] EventListenerSupport doesn't document ordering of events,6e2741da4d1ef471c7c552b91409b2deecbfcec9,src/test/java/org/apache/commons/lang3/event/EventListenerSupportTest.java,maven_pass,12,12,1.0,12,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,308,Add CalendarUtils.getInstance(),6e3e6e2467ecad07099c2908df543f191a6007e1,src/test/java/org/apache/commons/lang3/time/CalendarUtilsTest.java,maven_pass,6,6,1.0,6,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,309,[LANG-1360] Add methods to ObjectUtils to get various forms of class names in a null-safe manner,6ea2fc8d38e035bafaa92c7d3b007be38c2e9000,src/test/java/org/apache/commons/lang3/ObjectUtilsTest.java,maven_pass,41,41,1.0,41,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,311,Add DurationUtils.since(Temporal),6eb223bb8c68540e3f2bfa08c3d87b4cf7dfb544,src/test/java/org/apache/commons/lang3/time/DurationUtilsTest.java,maven_pass,7,7,1.0,7,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,312,EnumUtils.getEnumSystemProperty(...).,700be0d8c1abff745020bbe6ed44a2c4c855a7b3,src/test/java/org/apache/commons/lang3/EnumUtilsTest.java,maven_pass,43,44,0.9773,43,0,1.0,1.0,0.9773,1.0,1,0,
ok,deepseek-v4-pro,313,LANG-1016: NumberUtils#isParsable method(s). Thanks to Juan Pablo Santos Rodríguez.,7022c194e0a5a3f5e92908068d95ddf2216ca70b,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,maven_pass,86,86,1.0,86,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,314,"Add ExceptionUtils.forEach(Throwable, Consumer<Throwable>)",70b2250f80ac098e3fbb136bcd765ad90e8d3c0e,src/test/java/org/apache/commons/lang3/exception/ExceptionUtilsTest.java,maven_pass,52,52,1.0,52,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,315,"Applying Thomas Neidhart's patch for LANG-905; fixing a bug in which EqualsBuilder considers two arrays of the same type to be equal, without considering the contents",70b3504b9fe03f267ce0f97c6ff21de5f5fbd2f3,src/test/java/org/apache/commons/lang3/builder/EqualsBuilderTest.java,maven_pass,48,48,1.0,48,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,316,Add SystemUtils.IS_JAVA_21,71340db86f0984c415c78c5641d92e287b29d72b,src/test/java/org/apache/commons/lang3/SystemUtilsTest.java,maven_pass,20,20,1.0,20,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,317,Update for LANG-1069: CharSet.getInstance documentation does not clearly explain how to include negation character in set. Javadoc expanded and unit tests added to match examples. Based on patch by Arno Noordover.,71f6746f81bb9650f6f228ea204d85ba2c5b7392,src/test/java/org/apache/commons/lang3/CharSetTest.java,maven_pass,15,15,1.0,15,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,318,"[LANG-1657] DiffBuilder: Type constraint for method append(..., DiffResult) too strict #786",739d62630092ee517129c703cd9433bd7e1184d4,src/test/java/org/apache/commons/lang3/builder/DiffBuilderTest.java,maven_pass,39,39,1.0,39,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,319,LANG-944: Add the Jaro-Winkler string distance algorithm to StringUtils - partially applying the patch by Rekha Joshi as submitted for further refinement,7460a856f2be511bd88b2426fefab9585cf953e7,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,maven_pass,109,109,1.0,109,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,320,CharSet now maintains iteration order,7489d6e21334673dc56399de7decaaa00f11ebcf,src/test/java/org/apache/commons/lang3/CharSetTest.java,maven_pass,15,15,1.0,15,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,321,Avoid endless loop printing array with MultilineRecursiveToStringStyle,7587431987258e94748d5f2fda1e6ca049a21600,src/test/java/org/apache/commons/lang3/builder/MultilineRecursiveToStringStyleTest.java,maven_pass,11,11,1.0,11,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,322,[LANG-1146] z/OS identification in SystemUtils. Simplest implementation.,7642423cfa70fc797601afd64ad28ed1609df9d2,src/test/java/org/apache/commons/lang3/SystemUtilsTest.java,maven_pass,13,13,1.0,13,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,323,"Push down WordUtils to ""text"" sub-package",76e14e483cc0760f5c94d14e1606644c19101f8e,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,maven_pass,0,0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,324,"Fix edge-case NullPointerException in org.apache.commons.lang3.EnumUtils.getEnum(Class, String, E)",76ec155eea3b1b10b5ddd46e31b38782afbff848,src/test/java/org/apache/commons/lang3/EnumUtilsTest.java,maven_pass,0,0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,325,[LANG-1331] ImmutablePair.nullPair(),776b86e99a1ce18a5093db457109807b766d49c1,src/test/java/org/apache/commons/lang3/tuple/ImmutablePairTest.java,maven_pass,13,13,1.0,13,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,326,"Applying Valentin Rocher's patch to LANG-579, adding new regexp and in range methods to Validate",779828c9a2bb5c38c2cd99c2596ff8ba6b755dd8,src/test/java/org/apache/commons/lang3/ValidateTest.java,maven_pass,0,0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,328,Conversion.hexTo*() methods now throw IllegalArgumentException instead of StringIndexOutOfBoundsException,7833161882d5c98cafda7b3a69ca4693cd155484,src/test/java/org/apache/commons/lang3/ConversionTest.java,maven_pass,44,44,1.0,44,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,329,"[LANG-926] Add ArrayUtils.reverse(array, from, to) methods.",7869bf058e10be7684d4ba6f58346527b692f63a,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,maven_pass,185,194,0.9536,185,0,1.0,1.0,0.9536,1.0,9,0,
ok,deepseek-v4-pro,330,Add LongRange.toLongStream(),798caa4e51747dfbfceba0af8db7afa4fe629e36,src/test/java/org/apache/commons/lang3/LongRangeTest.java,maven_pass,29,29,1.0,29,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,332,Add methods for Cloneables to ObjectUtils (LANG-576).,7b6ab58a018b5f6608ea07bc414d3f34a576c6a2,src/test/java/org/apache/commons/lang3/ObjectUtilsTest.java,maven_pass,0,0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,333,Make SystemProperties.getLineSeparator(Supplier) null-safe,7c1788334a0166f8772295823829e79989c11282,src/test/java/org/apache/commons/lang3/SystemPropertiesTest.java,maven_pass,49,49,1.0,49,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,334,Deprecate CharEncoding and direct users to Java 7 classes,7c19a1ff4c217f03c0be62baf1169d689f566825,src/test/java/org/apache/commons/lang3/CharEncodingTest.java,maven_pass,4,4,1.0,4,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,335,"Fail-fast for a null DiffBuilder in ReflectionDiffBuilder.ReflectionDiffBuilder(DiffBuilder, String[]) instead of getting a NullPointerException in ReflectionDiffBuilder instance methods",7c8d26daac0c08e888249d506e5ef4e655898166,src/test/java/org/apache/commons/lang3/builder/ReflectionDiffBuilderTest.java,maven_pass,18,18,1.0,18,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,336,LANG-1005: Extend DurationFormatUtils#formatDurationISO default pattern to match #formatDurationHMS. Thanks to Michael Osipov.,7d6e0beccb1345078b3051504e623f399c012fd4,src/test/java/org/apache/commons/lang3/time/DurationFormatUtilsTest.java,maven_pass,25,25,1.0,25,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,337,ClassUtils.comparator().,7d9d4d41a6327c813504e6da4df49fbff33dc02f,src/test/java/org/apache/commons/lang3/ClassUtilsTest.java,maven_pass,65,65,1.0,65,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,338,LANG-1226: StringUtils#normalizeSpace does not trim the string anymore (closes #150),7e85d1cf54b1e467607a0019b56f91577ebe2e4f,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,maven_pass,130,130,1.0,130,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,339,Implements LANG-1050: Change nullToEmpty methods to generics. Thanks to James Sawle. This closes #33 in GitHub too.,7ef106b23772995e4307f84afd1bee4e2337ce0c,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,maven_pass,209,209,1.0,209,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,340,Add CalendarUtils.toLocalDate() #725,80e6a67649ec10d67f5a574c8e93248615c347ca,src/test/java/org/apache/commons/lang3/time/CalendarUtilsTest.java,maven_pass,10,10,1.0,10,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,341,LANG-1272: Added shuffle methods to ArrayUtils,82cc24437f43d07880d8883229477735431e5d02,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,maven_pass,307,307,1.0,307,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,343,Add JavaVersion.JAVA_17 now that Java 17-ea is out.,876543f6ccfaade38887908acf0bdb4a7c070473,src/test/java/org/apache/commons/lang3/JavaVersionTest.java,maven_pass,3,3,1.0,3,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,345,"org.apache.commons.lang3.reflect.MethodUtils.getMethodObject(Class<?>, String, Class<?>...) now returns null instead of throwing a NullPointerException, as it does for other exception types",8a7b0da6fc783127f8272d955d9f06f1966949ec,src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,maven_pass,44,44,1.0,44,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,346,LANG-1092: Wrong formating of time zones with daylight saving time in FastDatePrinter,8aa1b44ada759e7948f87f55bb29ab87b5eb5469,src/test/java/org/apache/commons/lang3/time/FastDatePrinterTest.java,maven_pass,15,15,1.0,15,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,347,[LANG-1385] NumberUtils.createNumber() throws StringIndexOutOfBoundsException instead of NumberFormatException.,8b62c114cfc5fd347bd8cb5a391fdfa8cb539435,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,maven_pass,102,102,1.0,102,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,349,"Applying Eli Lindsey's patch to Yaniv Kunda's report in LANG-936 that StringUtils.getLevensteinDistance(String, String, int) gave the wrong answer when the int threshold is near Integer.MAX_VALUE",8cd2339a9788cf2c6e44b6761d3a19259fbe1df3,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,maven_pass,108,108,1.0,108,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,350,"LANG-1258: Add ArrayUtils#toStringArray(Object[], String) method (and minimal clean-up of ArrayUtils#toStringArray(Object[]))",8d601ab71228f7c3dff950540e7ee6e4043e9053,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,maven_pass,258,258,1.0,258,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,351,Make ArrayFill null-safe,8e05b7141a8fc302b35f412834d660f234a10648,src/test/java/org/apache/commons/lang3/ArrayFillTest.java,maven_pass,16,16,1.0,16,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,352,Add EnumSet.stream(Class),8e1f5a9aca4afc662503474fae41434f75d5021b,src/test/java/org/apache/commons/lang3/EnumUtilsTest.java,maven_pass,47,0,0.0,0,0,0.0,0.0,1.0,0.0,0,47,
ok,deepseek-v4-pro,353,LANG-915: Wrong locale handling in LocaleUtils.toLocale(). Thanks to Sergio Fernández,8ea0c0284810bd6ec00f608be31abd20dbd4b72b,src/test/java/org/apache/commons/lang3/LocaleUtilsTest.java,maven_pass,15,15,1.0,15,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,354,Add Pair.accept(FailableBiConsumer),8eef2fc92229e47889e66774edd3df0a9f6d6281,src/test/java/org/apache/commons/lang3/tuple/PairTest.java,maven_pass,15,15,1.0,15,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,355,Add ExceptionUtils.getRootCauseStackTraceList(Throwable),911fbb9352f029dd02971eebdbf7d9cffc7f9175,src/test/java/org/apache/commons/lang3/exception/ExceptionUtilsTest.java,maven_pass,53,53,1.0,53,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,356,Add org.apache.commons.lang3.SystemProperties.getLineSeparator(Supplier<String>),9384d0fb583c7a26f5eed8b6f586dc8e24f0dc49,src/test/java/org/apache/commons/lang3/SystemPropertiesTest.java,maven_pass,46,46,1.0,46,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,357,LANG-971 NumberUtils#isNumber(String) fails to reject invalid Octal numbers,9397608dd35a335d5e14813c0923f9419782980a,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,maven_pass,84,84,1.0,84,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,358,Refactor and add RegExUtils.dotAll() and dotAllMatcher(),944d6e10a47d1f662b7bda5fd712dfb5440a36cf,src/test/java/org/apache/commons/lang3/RegExUtilsTest.java,maven_pass,12,12,1.0,12,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,359,[LANG-1764] Several hash collisions in Fraction class,94f612b31fd934c17850b9a1c8f1eded2cbdc842,src/test/java/org/apache/commons/lang3/math/FractionTest.java,maven_pass,26,26,1.0,26,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,360,[LANG-1802] Fix collision in CharRange.hashCode(),97e572cb7e104b09573bba1881a764d9bac81bc8,src/test/java/org/apache/commons/lang3/CharRangeTest.java,maven_pass,18,18,1.0,18,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,361,Add SystemUtils.getJavaIoTmpDirPath(),97fb6a23e02d67cc52506e819363d3781f33c1b3,src/test/java/org/apache/commons/lang3/SystemUtilsTest.java,maven_pass,21,21,1.0,21,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,362,Add SystemProperties constants for system properties as of Java 22.,9a313ed4607336e025ce34575fdb2006c709524f,src/test/java/org/apache/commons/lang3/SystemPropertiesTest.java,maven_pass,48,48,1.0,48,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,363,"Add RegExUtils.dotAllMatcher(String, CharSequence) and deprecate RegExUtils.dotAllMatcher(String, String)",9bc57f7fed72c09468588f2f5ac5d5d503bc845c,src/test/java/org/apache/commons/lang3/RegExUtilsTest.java,maven_pass,13,13,1.0,13,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,364,LANG-1229: Performance regression due to cyclic hashCode guard,9bd439b4e0aa69050ef1baa537e552fa4620e5d4,src/test/java/org/apache/commons/lang3/builder/HashCodeBuilderTest.java,maven_pass,45,45,1.0,45,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,365,Add Streams.of(Iterable<E>),9be39c4a7aa7a9a0e3e9cbf29c85884623a9fa4f,src/test/java/org/apache/commons/lang3/stream/StreamsTest.java,maven_pass,16,16,1.0,16,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,366,Make Validate.isAssignableFrom() check null inputs.,9bf6b2fb41704f3a3eadd4816bdff3c4ec24604e,src/test/java/org/apache/commons/lang3/ValidateTest.java,maven_pass,90,90,1.0,90,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,367,LocaleUtils.availableLocaleSet() uses predictable iteration order,9d6a4be2f1ff331e51daa807fb5b81473d645f73,src/test/java/org/apache/commons/lang3/LocaleUtilsTest.java,maven_pass,19,19,1.0,19,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,368,Add SystemUtils.IS_JAVA_16.,9e6383cb217bb0d8e615eaea4b3d46446e8cc536,src/test/java/org/apache/commons/lang3/SystemUtilsTest.java,maven_pass,20,20,1.0,20,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,369,Fix `WordUtils.wrap` for `wrapOn` matches different from one character (#1655),9f7d3b5ec3aab40ee404a652495848213a608f01,src/test/java/org/apache/commons/lang3/text/WordUtilsTest.java,maven_pass,16,16,1.0,16,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,370,[LANG-1759] SerializationUtils.clone(Object) throws ClassCastException when called with a Serializable lambda,a01471c196dba90dc1c4cb83ad3aab9f5cf07698,src/test/java/org/apache/commons/lang3/SerializationUtilsTest.java,maven_pass,28,28,1.0,28,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,371,Fixes LANG-1292: WordUtils.wrap throws StringIndexOutOfBoundsException,a08ec31dbf212a033953dc6916a743dccbb93e37,src/test/java/org/apache/commons/lang3/text/WordUtilsTest.java,maven_pass,15,15,1.0,15,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,372,"[LANG-1044] Add method org.apache.commons.lang3.reflect.MethodUtils.invokeExactMethod(Object, String)</action> [LANG-1045] Add method org.apache.commons.lang3.reflect.MethodUtils.invokeMethod(Object, String)</action>",a11351107ed7ce1b3a903e52c422156b25fa2061,src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,maven_pass,23,23,1.0,23,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,373,[LANG-1646] NumberUtils to return requested floating point type for zero,a2b2b35ac3b969686c647e57f5ca3bacc63f2c56,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,maven_pass,113,113,1.0,113,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,374,"<action issue=""LANG-962"" type=""add"" dev=""ggregory"">Add SerializationUtils.roundtrip(T extends Serializable) to serialize then deserialize</action>",a3de60835eb20ddc38f7635f1c0bd94b21801457,src/test/java/org/apache/commons/lang3/SerializationUtilsTest.java,maven_pass,25,26,0.9615,25,0,1.0,1.0,0.9615,1.0,1,0,
ok,deepseek-v4-pro,375,LANG-1269: Wrong name or result of StringUtils#getJaroWinklerDistance (closes #198),a40b2a907a69e51675d7d0502b2608833c4da343,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,maven_pass,140,140,1.0,140,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,376,"org.apache.commons.lang3.EnumUtils.getFirstEnumIgnoreCase(Class<E>, String, Function<E, String>, E) now returns the given default enum on null enumClass input",a4ba12e80c1b82b814b0165704934ef182ad069f,src/test/java/org/apache/commons/lang3/EnumUtilsTest.java,maven_pass,0,0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,377,org.apache.commons.lang3.ClassUtils.getCanonicalName(String) now throws an IllegalArgumentException for array dimensions greater than 255,a5f9a0cc22e4626234a4d7b53bf357d61eb2478b,src/test/java/org/apache/commons/lang3/ClassUtilsTest.java,maven_pass,66,66,1.0,66,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,378,[LANG-1513] ObjectUtils: Get first non-null supplier value.,a606a0328ba4b3061c5bc810a31418fa4251ea16,src/test/java/org/apache/commons/lang3/ObjectUtilsTest.java,maven_pass,47,47,1.0,47,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,379,[LANG-1505] Add StopWatch convenience APIs to format times and create a simple instance.,a914a268ba9c3ddc852bcfb0da680ae1103072dd,src/test/java/org/apache/commons/lang3/time/StopWatchTest.java,maven_pass,13,13,1.0,13,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,380,LANG-921 - BooleanUtils.xor(boolean...) produces wrong results,aadbea734d78e8d535d3a5837643336ca1384bd2,src/test/java/org/apache/commons/lang3/BooleanUtilsTest.java,maven_pass,71,71,1.0,71,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,381,LANG-981 DurationFormatUtils#lexx does not detect unmatched quote char,aadd8e172eb22fb593fbaa454075677656fad111,src/test/java/org/apache/commons/lang3/time/DurationFormatUtilsTest.java,maven_pass,18,18,1.0,18,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,382,"Add ArrayUtils.nullTo(T[], T[])",ab8caff3a352fcf10563db44b85f7e8fb154e3a1,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,maven_pass,339,339,1.0,339,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,383,Add org.apache.commons.lang3.concurrent.locks.LockingVisitors.reentrantLockVisitor(Object),ae28edfbddde9ed45fb0501ec6765a2af5c451f0,src/test/java/org/apache/commons/lang3/concurrent/locks/LockingVisitorsTest.java,maven_pass,9,9,1.0,9,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,384,"[LANG-1757] NullPointerException in MethodUtils.getMatchingAccessibleMethod(Class<?>, String, Class<?>...)",af1598229fca5808042ed20f50c36a4fe923c915,src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,maven_pass,44,44,1.0,44,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,385,[LANG-1479] Add Range.fit(T) to fit a value into a range.,b1d01fecee3b347b2488eb34bd33c90db0847399,src/test/java/org/apache/commons/lang3/RangeTest.java,maven_pass,26,26,1.0,26,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,386,"Add EnumUtils.getFirstEnum(Class<E>, int, ToIntFunction<E>, E)",b2e66fe50ba8af3986edc3d06a9dd3c8489cfd36,src/test/java/org/apache/commons/lang3/EnumUtilsTest.java,maven_pass,46,47,0.9787,46,0,1.0,1.0,0.9787,1.0,1,0,
ok,deepseek-v4-pro,387,LANG-1408: Rounding utilities for converting to BigDecimal,b31877a46009d5ee52af9b5f737dabe241689931,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,maven_pass,112,112,1.0,112,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,388,[LANG-1508] Add org.apache.commons.lang3.SystemUtils.getUserName().,b46d417ef61b69f2e4562e596d55466907d6933d,src/test/java/org/apache/commons/lang3/SystemUtilsTest.java,maven_pass,19,19,1.0,19,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,389,LANG-456: HashCodeBuilder throws StackOverflowError in bidirectional navigable association. Thanks to Bob Fields who provides the inital patch. Thanks to Woosan Ko who wrote the final patch. Thanks to Bruno P. Kinoshita who updated the final patch so that it was easy to apply.,b5749b4f54b30c0c2050e456c12cfcf516434f13,src/test/java/org/apache/commons/lang3/builder/HashCodeBuilderTest.java,maven_pass,45,45,1.0,45,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,390,Add builders for LockingVisitors implementations,b6f72e73ee96feb63e17096933fd5b7f313fb77b,src/test/java/org/apache/commons/lang3/concurrent/locks/LockingVisitorsTest.java,maven_pass,14,14,1.0,14,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,391,LANG-999: Add fuzzy String matching logic to StringUtils. This also closes #20 from github. Thanks to Ben Ripkens.,b78295b4faca2fd26024a26ef4638b0dce5d40a3,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,maven_pass,124,124,1.0,124,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,392,Internal refactoring,b7b52fc506ca531ce97c936b4b6d70f72a1125d3,src/test/java/org/apache/commons/lang3/ObjectUtilsTest.java,maven_pass,57,57,1.0,57,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,393,LANG-1205: NumberUtils.createNumber() behaves inconsistently with NumberUtils.isNumber() This closes github #87 thanks to pbrose,b877fb9abef4a19eec9cc7329acbd433648b8f7b,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,maven_pass,95,95,1.0,95,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,394,Make LockVisitor.acceptReadLocked(FailableConsumer) null-safe,b9f15bc007be2bb0ba9633559482396e0352785a,src/test/java/org/apache/commons/lang3/concurrent/locks/LockingVisitorsTest.java,maven_pass,6,6,1.0,6,0,1.0,1.0,1.0,1.0,0,0,
ok,deepseek-v4-pro,395,"LANG-1592: Correct implementation of RandomUtils.nextLong(long, long)",ba7505d9a91be02088e1309f172f3dc55823c9c0,src/test/java/org/apache/commons/lang3/RandomUtilsTest.java,maven_pass,30,30,1.0,30,0,1.0,1.0,1.0,1.0,0,0,
