model,cand_id,status,sample_dir,b,subject,test_path,test_method_count_llm,test_method_count_human,test_method_name_overlap,test_method_name_jaccard,added_test_count_llm,added_test_count_human,added_test_overlap,added_test_name_jaccard,deleted_test_count_llm,deleted_test_count_human,deleted_test_overlap,deleted_test_name_jaccard,modified_test_count_llm,modified_test_count_human,modified_test_overlap,modified_test_name_jaccard,assert_count_llm,assert_count_human,assert_count_ratio,assert_type_distribution_llm,assert_type_distribution_human,assert_type_jaccard,exception_assert_count_llm,exception_assert_count_human,added_tests_llm,added_tests_human,deleted_tests_llm,deleted_tests_human,modified_tests_llm,modified_tests_human,error
deepseek-v4-pro,256,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand256_259ac721ce50,259ac721ce5097312d8bd93aefde26c2785f26e9,[LANG-1512] Add IS_JAVA_14 and IS_JAVA_15 to org.apache.commons.lang3.SystemUtils.,src/test/java/org/apache/commons/lang3/SystemUtilsTest.java,19,19,19,1.0000,0,0,0,1.0000,0,0,0,1.0000,1,1,1,1.0000,533,533,1.0000,"{""assertEquals"": 9, ""assertFalse"": 376, ""assertNotNull"": 6, ""assertNull"": 1, ""assertTrue"": 141}","{""assertEquals"": 9, ""assertFalse"": 376, ""assertNotNull"": 6, ""assertNull"": 1, ""assertTrue"": 141}",1.0000,0,0,[],[],[],[],"[""testIS_JAVA""]","[""testIS_JAVA""]",
deepseek-v4-pro,257,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand257_263026823515,263026823515618b42f9549b491e57065cb69c58,Add StopWatch.getDuration() and deprecate getTime(),src/test/java/org/apache/commons/lang3/time/StopWatchTest.java,24,24,24,1.0000,7,7,7,1.0000,6,6,6,1.0000,1,1,1,1.0000,87,87,1.0000,"{""assertEquals"": 25, ""assertFalse"": 7, ""assertNotEquals"": 1, ""assertNull"": 1, ""assertThat"": 32, ""assertThrows"": 15, ""assertTrue"": 6}","{""assertEquals"": 25, ""assertFalse"": 7, ""assertNotEquals"": 1, ""assertNull"": 1, ""assertThat"": 32, ""assertThrows"": 15, ""assertTrue"": 6}",1.0000,15,15,"[""testGetDuration"", ""testGetTime"", ""testGetWithTimeUnit"", ""testSimple"", ""testSplit"", ""testStatic"", ""testSuspend""]","[""testGetDuration"", ""testGetTime"", ""testGetWithTimeUnit"", ""testSimple"", ""testSplit"", ""testStatic"", ""testSuspend""]","[""testStopWatchGetWithTimeUnit"", ""testStopWatchSimple"", ""testStopWatchSimpleGet"", ""testStopWatchSplit"", ""testStopWatchStatic"", ""testStopWatchSuspend""]","[""testStopWatchGetWithTimeUnit"", ""testStopWatchSimple"", ""testStopWatchSimpleGet"", ""testStopWatchSplit"", ""testStopWatchStatic"", ""testStopWatchSuspend""]","[""testLang315""]","[""testLang315""]",
deepseek-v4-pro,258,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand258_2777d6784ef5,2777d6784ef5ccd1764e36a64575d2590b2d59d8,Add JavaVersion for Java 18 since a release candidate is available.,src/test/java/org/apache/commons/lang3/JavaVersionTest.java,3,3,3,1.0000,0,0,0,1.0000,0,0,0,1.0000,1,1,1,1.0000,29,29,1.0000,"{""assertEquals"": 23, ""assertFalse"": 3, ""assertNull"": 1, ""assertTrue"": 2}","{""assertEquals"": 23, ""assertFalse"": 3, ""assertNull"": 1, ""assertTrue"": 2}",1.0000,0,0,[],[],[],[],"[""testGetJavaVersion""]","[""testGetJavaVersion""]",
deepseek-v4-pro,260,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand260_2e9f3a801462,2e9f3a80146262511ca7bcdd3411f095dff4951d,LANG-1356: Add bypass option for classes to recursive and reflective EqualsBuilder,src/test/java/org/apache/commons/lang3/builder/EqualsBuilderTest.java,56,56,56,1.0000,2,2,2,1.0000,0,0,0,1.0000,0,0,0,1.0000,284,284,1.0000,"{""assertEquals"": 7, ""assertFalse"": 108, ""assertNull"": 3, ""assertTrue"": 166}","{""assertEquals"": 7, ""assertFalse"": 108, ""assertNull"": 3, ""assertTrue"": 166}",1.0000,0,0,"[""testObjectRecursiveGenericInteger"", ""testObjectRecursiveGenericString""]","[""testObjectRecursiveGenericInteger"", ""testObjectRecursiveGenericString""]",[],[],[],[],
deepseek-v4-pro,261,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand261_2eecc96a53bb,2eecc96a53bb3b9da49bae03a18388d0f23853e7,[LANG-961] org.apache.commons.lang3.reflect.FieldUtils.removeFinalModifier(Field) does not clean up after itself.,src/test/java/org/apache/commons/lang3/reflect/FieldUtilsTest.java,53,53,53,1.0000,0,0,0,1.0000,0,0,0,1.0000,1,1,1,1.0000,301,301,1.0000,"{""assertArrayEquals"": 3, ""assertEquals"": 162, ""assertFalse"": 4, ""assertNotNull"": 1, ""assertNull"": 23, ""assertTrue"": 3, ""fail"": 105}","{""assertArrayEquals"": 3, ""assertEquals"": 162, ""assertFalse"": 4, ""assertNotNull"": 1, ""assertNull"": 23, ""assertTrue"": 3, ""fail"": 105}",1.0000,21,21,[],[],[],[],"[""testRemoveFinalModifier""]","[""testRemoveFinalModifier""]",
deepseek-v4-pro,262,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand262_3225ba64ce9f,3225ba64ce9f196b828d7c2ea124c03bd0d62955,LANG-1103: Add SystemUtils.IS_JAVA_1_9,src/test/java/org/apache/commons/lang3/SystemUtilsTest.java,12,12,12,1.0000,0,0,0,1.0000,0,0,0,1.0000,1,1,1,1.0000,274,274,1.0000,"{""assertEquals"": 5, ""assertFalse"": 206, ""assertNotNull"": 6, ""assertNull"": 2, ""assertTrue"": 54, ""fail"": 1}","{""assertEquals"": 5, ""assertFalse"": 206, ""assertNotNull"": 6, ""assertNull"": 2, ""assertTrue"": 54, ""fail"": 1}",1.0000,0,0,[],[],[],[],"[""testIS_JAVA""]","[""testIS_JAVA""]",
deepseek-v4-pro,263,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand263_328f2aedfb86,328f2aedfb8643c3e1e74b5aec9e3628c3cbf2e7,Add CalendarUtils.toLocalDateTime(Calendar),src/test/java/org/apache/commons/lang3/time/CalendarUtilsTest.java,7,7,7,1.0000,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,32,32,1.0000,"{""assertEquals"": 32}","{""assertEquals"": 32}",1.0000,0,0,"[""testToLocalDateTime""]","[""testToLocalDateTime""]",[],[],[],[],
deepseek-v4-pro,264,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand264_3328387a53e6,3328387a53e6abc26e171b97d8d3dc1c2b5d4971,LANG-990: Avoid String allocation in StrBuilder.append(CharSequence). This fixes #51 from github. Thanks to Mikhail Mazurskiy and Fabian Lange.,src/test/java/org/apache/commons/lang3/text/StrBuilderTest.java,90,90,90,1.0000,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,663,663,1.0000,"{""assertEquals"": 511, ""assertFalse"": 26, ""assertNotNull"": 2, ""assertNotSame"": 2, ""assertSame"": 12, ""assertTrue"": 72, ""fail"": 38}","{""assertEquals"": 511, ""assertFalse"": 26, ""assertNotNull"": 2, ""assertNotSame"": 2, ""assertSame"": 12, ""assertTrue"": 72, ""fail"": 38}",1.0000,0,0,"[""testAppendCharBuffer""]","[""testAppendCharBuffer""]",[],[],[],[],
deepseek-v4-pro,265,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand265_341aaa797d51,341aaa797d515a1fce5def6b41cdc481701ad389,Added ImmutablePair factory methods left() and right().,src/test/java/org/apache/commons/lang3/tuple/ImmutablePairTest.java,22,22,22,1.0000,4,4,4,1.0000,0,0,0,1.0000,0,0,0,1.0000,60,60,1.0000,"{""assertEquals"": 41, ""assertNotEquals"": 3, ""assertNotNull"": 1, ""assertNull"": 10, ""assertSame"": 1, ""assertTrue"": 4}","{""assertEquals"": 41, ""assertNotEquals"": 3, ""assertNotNull"": 1, ""assertNull"": 10, ""assertSame"": 1, ""assertTrue"": 4}",1.0000,0,0,"[""testComparableLeftOnly"", ""testComparableRightOnly"", ""testToStringLeft"", ""testToStringRight""]","[""testComparableLeftOnly"", ""testComparableRightOnly"", ""testToStringLeft"", ""testToStringRight""]",[],[],[],[],
deepseek-v4-pro,267,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand267_35f35e9e1cee,35f35e9e1cee8b53fd4c562534de79c6213d7aaf,"Add DurationUtils.get(String, TemporalUnit, long)",src/test/java/org/apache/commons/lang3/time/DurationUtilsTest.java,14,15,14,0.9333,3,3,3,1.0000,1,0,0,0.0000,0,0,0,1.0000,71,81,0.8765,"{""assertEquals"": 59, ""assertFalse"": 2, ""assertNullPointerException"": 1, ""assertThrows"": 1, ""assertTrue"": 8}","{""assertEquals"": 69, ""assertFalse"": 2, ""assertNullPointerException"": 1, ""assertThrows"": 1, ""assertTrue"": 8}",1.0000,1,1,"[""testGet"", ""testGetMilliseconds"", ""testGetSeconds""]","[""testGet"", ""testGetMilliseconds"", ""testGetSeconds""]","[""testGetNanosOfMiili""]",[],[],[],
deepseek-v4-pro,268,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand268_35fee6998b8d,35fee6998b8d92c047f6db82fde825810fc26f4a,Add BasicThreadFactory.builder() and deprecate BasicThreadFactory.Builder(),src/test/java/org/apache/commons/lang3/concurrent/BasicThreadFactoryTest.java,17,17,17,1.0000,2,2,2,1.0000,0,0,0,1.0000,2,2,2,1.0000,30,30,1.0000,"{""assertEquals"": 8, ""assertFalse"": 2, ""assertNotNull"": 1, ""assertNotSame"": 1, ""assertNull"": 4, ""assertSame"": 8, ""assertThrows"": 3, ""assertTrue"": 3}","{""assertEquals"": 8, ""assertFalse"": 2, ""assertNotNull"": 1, ""assertNotSame"": 1, ""assertNull"": 4, ""assertSame"": 8, ""assertThrows"": 3, ""assertTrue"": 3}",1.0000,3,3,"[""testBuilderDaemon"", ""testBuilderDaemonBoolean""]","[""testBuilderDaemon"", ""testBuilderDaemonBoolean""]",[],[],"[""testBuilderReset"", ""testBuilderResetAfterBuild""]","[""testBuilderReset"", ""testBuilderResetAfterBuild""]",
deepseek-v4-pro,269,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand269_38ed1a072598,38ed1a07259862eceaad05c6581b7f34e85f6be7,LANG-1082: Add option to disable the objectsTriviallyEqual test in DiffBuilder. This fixes #44 from github. Thanks to Jonathan Baker.,src/test/java/org/apache/commons/lang3/builder/DiffBuilderTest.java,28,28,28,1.0000,2,2,2,1.0000,0,0,0,1.0000,0,0,0,1.0000,67,67,1.0000,"{""assertArrayEquals"": 18, ""assertEquals"": 44, ""assertThat"": 5}","{""assertArrayEquals"": 18, ""assertEquals"": 44, ""assertThat"": 5}",1.0000,2,2,"[""testTriviallyEqualTestDisabled"", ""testTriviallyEqualTestEnabled""]","[""testTriviallyEqualTestDisabled"", ""testTriviallyEqualTestEnabled""]",[],[],[],[],
deepseek-v4-pro,270,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand270_39f08ac62fc4,39f08ac62fc4e51b1c5bcc93ae2b12d4033bd05e,"StringUtils.join(Iterator, String) should only return null when the Iterator is null",src/test/java/org/apache/commons/lang3/StringUtilsTest.java,159,159,159,1.0000,0,0,0,1.0000,0,0,0,1.0000,1,1,1,1.0000,1601,1601,1.0000,"{""assertAbbreviateWithAbbrevMarkerAndOffset"": 21, ""assertAbbreviateWithOffset"": 20, ""assertArrayEquals"": 12, ""assertEquals"": 1235, ""assertFalse"": 31, ""assertNotEquals"": 2, ""assertNotNull"": 2, ""assertNull"": 192, ""assertSame"": 7, ""assertThrows"": 47, ""assertTrue"": 32}","{""assertAbbreviateWithAbbrevMarkerAndOffset"": 21, ""assertAbbreviateWithOffset"": 20, ""assertArrayEquals"": 12, ""assertEquals"": 1235, ""assertFalse"": 31, ""assertNotEquals"": 2, ""assertNotNull"": 2, ""assertNull"": 192, ""assertSame"": 7, ""assertThrows"": 47, ""assertTrue"": 32}",1.0000,47,47,[],[],[],[],"[""testJoin_IteratorString""]","[""testJoin_IteratorString""]",
deepseek-v4-pro,271,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand271_3bd162585900,3bd1625859000571b99b4193df1360ab18a33910,[LANG-1729] NumberUtils.isParsable() returns true for full width Unicode digits for inputs with a decimal point,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,121,121,121,1.0000,0,0,0,1.0000,0,0,0,1.0000,1,1,1,1.0000,739,739,1.0000,"{""assertCreateNumberZero"": 7, ""assertEquals"": 551, ""assertFalse"": 32, ""assertIllegalArgumentException"": 12, ""assertInstanceOf"": 41, ""assertNotNull"": 5, ""assertNull"": 7, ""assertNullPointerException"": 12, ""assertThrows"": 18, ""assertTrue"": 54}","{""assertCreateNumberZero"": 7, ""assertEquals"": 551, ""assertFalse"": 32, ""assertIllegalArgumentException"": 12, ""assertInstanceOf"": 41, ""assertNotNull"": 5, ""assertNull"": 7, ""assertNullPointerException"": 12, ""assertThrows"": 18, ""assertTrue"": 54}",1.0000,18,18,[],[],[],[],"[""testIsParsableFullWidthUnicodeJDK8326627""]","[""testIsParsableFullWidthUnicodeJDK8326627""]",
deepseek-v4-pro,272,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand272_3ebd20002ef3,3ebd20002ef35b690ee0314bac254013df3f85c5,Add StopWatch.getStopInstant() and deprecate getStopTime(),src/test/java/org/apache/commons/lang3/time/StopWatchTest.java,23,23,23,1.0000,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,72,72,1.0000,"{""assertEquals"": 20, ""assertFalse"": 7, ""assertNotEquals"": 1, ""assertNull"": 1, ""assertThat"": 22, ""assertThrows"": 15, ""assertTrue"": 6}","{""assertEquals"": 20, ""assertFalse"": 7, ""assertNotEquals"": 1, ""assertNull"": 1, ""assertThat"": 22, ""assertThrows"": 15, ""assertTrue"": 6}",1.0000,15,15,"[""testStopInstantSimple""]","[""testStopInstantSimple""]",[],[],[],[],
deepseek-v4-pro,273,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand273_421229b42f79,421229b42f79a41d1eb7f4e9d9f1dabef56270d3,Add SystemUtils.getUserDirPath(),src/test/java/org/apache/commons/lang3/SystemUtilsTest.java,23,23,23,1.0000,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,1123,1123,1.0000,"{""assertEquals"": 12, ""assertFalse"": 844, ""assertNotNull"": 9, ""assertNull"": 1, ""assertTrue"": 257}","{""assertEquals"": 12, ""assertFalse"": 844, ""assertNotNull"": 9, ""assertNull"": 1, ""assertTrue"": 257}",1.0000,0,0,"[""testGetUserDirPath""]","[""testGetUserDirPath""]",[],[],[],[],
deepseek-v4-pro,274,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand274_42f2058c83f2,42f2058c83f256d8654b349d5249d6f59920f88b,Add LANG-1261 to changes.xml,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,256,256,256,1.0000,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,1605,1605,1.0000,"{""assertArrayEquals"": 53, ""assertEquals"": 973, ""assertFalse"": 171, ""assertIsEquals"": 9, ""assertNotNull"": 1, ""assertNotSame"": 20, ""assertNull"": 10, ""assertSame"": 71, ""assertTrue"": 281, ""fail"": 16}","{""assertArrayEquals"": 53, ""assertEquals"": 973, ""assertFalse"": 171, ""assertIsEquals"": 9, ""assertNotNull"": 1, ""assertNotSame"": 20, ""assertNull"": 10, ""assertSame"": 71, ""assertTrue"": 281, ""fail"": 16}",1.0000,2,2,"[""testContains_LANG_1261""]","[""testContains_LANG_1261""]",[],[],[],[],
deepseek-v4-pro,275,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand275_45a6467088a0,45a6467088a08e447d7f2983551021b91c70ab49,LANG-1087: NumberUtils#createNumber() returns positive BigDecimal when negative Float is expected. Thanks to Renat Zhilkibaev.,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,91,91,91,1.0000,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,515,515,1.0000,"{""assertEquals"": 204, ""assertFalse"": 16, ""assertNotNull"": 2, ""assertTrue"": 284, ""fail"": 9}","{""assertEquals"": 204, ""assertFalse"": 16, ""assertNotNull"": 2, ""assertTrue"": 284, ""fail"": 9}",1.0000,28,28,"[""testLang1087""]","[""testLang1087""]",[],[],[],[],
deepseek-v4-pro,276,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand276_471e8da5979a,471e8da5979aa853216eef8d8e1860b3e81852b3,"Add JavaVersion.JAVA_19, JavaVersion.JAVA_20 and JavaVersion.JAVA_21",src/test/java/org/apache/commons/lang3/JavaVersionTest.java,3,3,3,1.0000,0,0,0,1.0000,0,0,0,1.0000,1,1,1,1.0000,32,32,1.0000,"{""assertEquals"": 26, ""assertFalse"": 3, ""assertNull"": 1, ""assertTrue"": 2}","{""assertEquals"": 26, ""assertFalse"": 3, ""assertNull"": 1, ""assertTrue"": 2}",1.0000,0,0,[],[],[],[],"[""testGetJavaVersion""]","[""testGetJavaVersion""]",
deepseek-v4-pro,277,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand277_4b718f6e5a90,4b718f6e5a90a0922373bd1d2452d418fe6bdf54,"<action issue=""LANG-970"" type=""add"" dev=""ggregory"">Add APIs MutableBoolean setTrue() and setFalse()</action>",src/test/java/org/apache/commons/lang3/mutable/MutableBooleanTest.java,9,9,9,1.0000,0,0,0,1.0000,0,0,0,1.0000,1,1,1,1.0000,40,40,1.0000,"{""assertEquals"": 13, ""assertFalse"": 15, ""assertTrue"": 12}","{""assertEquals"": 13, ""assertFalse"": 15, ""assertTrue"": 12}",1.0000,3,3,[],[],[],[],"[""testGetSet""]","[""testGetSet""]",
deepseek-v4-pro,278,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand278_4bd982d1a1df,4bd982d1a1df87724682c17c39bf27b5cbe389be,LANG-1312: LocaleUtils#toLocale does not support language followed by UN M.49 numeric-3 area code (closes #239),src/test/java/org/apache/commons/lang3/LocaleUtilsTest.java,16,16,16,1.0000,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,127,127,1.0000,"{""assertCountriesByLanguage"": 5, ""assertEquals"": 22, ""assertFalse"": 1, ""assertLanguageByCountry"": 5, ""assertLocaleLookupList"": 17, ""assertNotNull"": 9, ""assertNull"": 1, ""assertSame"": 4, ""assertTrue"": 8, ""assertUnmodifiableCollection"": 6, ""assertValidToLocale"": 24, ""fail"": 25}","{""assertCountriesByLanguage"": 5, ""assertEquals"": 22, ""assertFalse"": 1, ""assertLanguageByCountry"": 5, ""assertLocaleLookupList"": 17, ""assertNotNull"": 9, ""assertNull"": 1, ""assertSame"": 4, ""assertTrue"": 8, ""assertUnmodifiableCollection"": 6, ""assertValidToLocale"": 24, ""fail"": 25}",1.0000,0,0,"[""testLanguageAndUNM49Numeric3AreaCodeLang1312""]","[""testLanguageAndUNM49Numeric3AreaCodeLang1312""]",[],[],[],[],
deepseek-v4-pro,279,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand279_4c39aa2ca612,4c39aa2ca612e6087f2a7edc90f88e5555b7cb27,Add org.apache.commons.lang3.SystemUtils.IS_OS_NETWARE,src/test/java/org/apache/commons/lang3/SystemUtilsTest.java,24,24,24,1.0000,0,0,0,1.0000,0,0,0,1.0000,1,1,1,1.0000,1532,1532,1.0000,"{""assertEquals"": 12, ""assertFalse"": 1023, ""assertNotNull"": 10, ""assertNull"": 1, ""assertTrue"": 486}","{""assertEquals"": 12, ""assertFalse"": 1023, ""assertNotNull"": 10, ""assertNull"": 1, ""assertTrue"": 486}",1.0000,0,0,[],[],[],[],"[""test_IS_OS""]","[""test_IS_OS""]",
deepseek-v4-pro,280,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand280_4cf3dc8c8f4a,4cf3dc8c8f4ab9c353de64e79c4de113eec93473,[LANG-1613] - BigDecimal is created when you pass it the minimum values… #642.,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,112,112,112,1.0000,0,0,0,1.0000,0,0,0,1.0000,1,1,1,1.0000,646,646,1.0000,"{""assertEquals"": 507, ""assertFalse"": 18, ""assertNotNull"": 2, ""assertNull"": 7, ""assertThrows"": 40, ""assertTrue"": 72}","{""assertEquals"": 507, ""assertFalse"": 18, ""assertNotNull"": 2, ""assertNull"": 7, ""assertThrows"": 40, ""assertTrue"": 72}",1.0000,40,40,[],[],[],[],"[""testStringCreateNumberEnsureNoPrecisionLoss""]","[""testStringCreateNumberEnsureNoPrecisionLoss""]",
deepseek-v4-pro,281,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand281_4e228a53509b,4e228a53509bd8cb01220939906a538dcd1baa40,"Fix StackOverflowError in TypeUtils.typeVariableToString(TypeVariable), TypeUtils.toString(Type)",src/test/java/org/apache/commons/lang3/reflect/TypeUtilsTest.java,43,43,43,1.0000,1,1,1,1.0000,0,0,0,1.0000,1,1,1,1.0000,342,342,1.0000,"{""assertArrayEquals"": 3, ""assertEquals"": 66, ""assertFalse"": 98, ""assertNotNull"": 1, ""assertNull"": 19, ""assertThrows"": 12, ""assertTrue"": 143}","{""assertArrayEquals"": 3, ""assertEquals"": 66, ""assertFalse"": 98, ""assertNotNull"": 1, ""assertNull"": 19, ""assertThrows"": 12, ""assertTrue"": 143}",1.0000,12,12,"[""testTypeToString""]","[""testTypeToString""]",[],[],"[""test_LANG_1698""]","[""test_LANG_1698""]",
deepseek-v4-pro,283,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand283_5035fdd788bc,5035fdd788bc8e77bd90b52d49f70903044e7e63,Add SystemUtils.getJavaHomePath(),src/test/java/org/apache/commons/lang3/SystemUtilsTest.java,22,22,22,1.0000,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,1121,1121,1.0000,"{""assertEquals"": 12, ""assertFalse"": 844, ""assertNotNull"": 8, ""assertNull"": 1, ""assertTrue"": 256}","{""assertEquals"": 12, ""assertFalse"": 844, ""assertNotNull"": 8, ""assertNull"": 1, ""assertTrue"": 256}",1.0000,0,0,"[""testGetJavaHomePath""]","[""testGetJavaHomePath""]",[],[],[],[],
deepseek-v4-pro,284,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand284_514f6751ab29,514f6751ab29dbdc6b44995555474fbec88dcd97,Avoid NPE in MutableObject#equals() for null content,src/test/java/org/apache/commons/lang3/mutable/MutableObjectTest.java,5,5,5,1.0000,0,0,0,1.0000,0,0,0,1.0000,1,1,1,1.0000,30,30,1.0000,"{""assertEquals"": 15, ""assertNotEquals"": 8, ""assertNull"": 2, ""assertSame"": 5}","{""assertEquals"": 15, ""assertNotEquals"": 8, ""assertNull"": 2, ""assertSame"": 5}",1.0000,0,0,[],[],[],[],"[""testEquals""]","[""testEquals""]",
deepseek-v4-pro,285,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand285_585b1cb97b4b,585b1cb97b4b9e81b55d68e04b6c1e1195058a8f,[LANG-1332] ImmutableTriple.nullTriple(),src/test/java/org/apache/commons/lang3/tuple/ImmutableTripleTest.java,12,12,12,1.0000,6,6,6,1.0000,0,0,0,1.0000,0,0,0,1.0000,45,45,1.0000,"{""assertEquals"": 32, ""assertFalse"": 3, ""assertNotNull"": 1, ""assertNull"": 7, ""assertSame"": 1, ""assertTrue"": 1}","{""assertEquals"": 32, ""assertFalse"": 3, ""assertNotNull"": 1, ""assertNull"": 7, ""assertSame"": 1, ""assertTrue"": 1}",1.0000,0,0,"[""testNullTripleEquals"", ""testNullTripleLeft"", ""testNullTripleMiddle"", ""testNullTripleRight"", ""testNullTripleSame"", ""testNullTripleTyped""]","[""testNullTripleEquals"", ""testNullTripleLeft"", ""testNullTripleMiddle"", ""testNullTripleRight"", ""testNullTripleSame"", ""testNullTripleTyped""]",[],[],[],[],
deepseek-v4-pro,286,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand286_59022fb870c2,59022fb870c2c45a27e00943003c5acdeddaeec3,LANG-1149 Ability to throw checked exceptions without declaring them,src/test/java/org/apache/commons/lang3/exception/ExceptionUtilsTest.java,30,30,30,1.0000,2,2,2,1.0000,0,0,0,1.0000,0,0,0,1.0000,160,160,1.0000,"{""assertEquals"": 98, ""assertFalse"": 2, ""assertNotNull"": 1, ""assertSame"": 46, ""assertTrue"": 8, ""fail"": 5}","{""assertEquals"": 98, ""assertFalse"": 2, ""assertNotNull"": 1, ""assertSame"": 46, ""assertTrue"": 8, ""fail"": 5}",1.0000,1,1,"[""testCatchTechniques"", ""testThrow""]","[""testCatchTechniques"", ""testThrow""]",[],[],[],[],
deepseek-v4-pro,287,ok,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand287_5a509030a946,5a509030a946646780e963b9f492a4eaff734116,LANG-972 NumberUtils#isNumber does not allow for hex 0XABCD,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,83,83,83,1.0000,1,1,1,1.0000,0,0,0,1.0000,0,0,0,1.0000,479,479,1.0000,"{""assertEquals"": 197, ""assertFalse"": 7, ""assertNotNull"": 2, ""assertTrue"": 264, ""fail"": 9}","{""assertEquals"": 197, ""assertFalse"": 7, ""assertNotNull"": 2, ""assertTrue"": 264, ""fail"": 9}",1.0000,28,28,"[""testLANG972""]","[""testLANG972""]",[],[],[],[],
