model,cand_id,sample_dir,b,subject,selector,generated,update_exit_code,run_exit_code,maven_returncode,status,failure_category,failure_detail
deepseek-v4-pro,314,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand314_70b2250f80ac,70b2250f80ac098e3fbb136bcd765ad90e8d3c0e,"Add ExceptionUtils.forEach(Throwable, Consumer<Throwable>)",ExceptionUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,315,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand315_70b3504b9fe0,70b3504b9fe03f267ce0f97c6ff21de5f5fbd2f3,"Applying Thomas Neidhart's patch for LANG-905; fixing a bug in which EqualsBuilder considers two arrays of the same type to be equal, without considering the contents",EqualsBuilderTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,316,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand316_71340db86f09,71340db86f0984c415c78c5641d92e287b29d72b,Add SystemUtils.IS_JAVA_21,SystemUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,317,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand317_71f6746f81bb,71f6746f81bb9650f6f228ea204d85ba2c5b7392,Update for LANG-1069: CharSet.getInstance documentation does not clearly explain how to include negation character in set. Javadoc expanded and unit tests added to match examples. Based on patch by Arno Noordover.,CharSetTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,318,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand318_739d62630092,739d62630092ee517129c703cd9433bd7e1184d4,"[LANG-1657] DiffBuilder: Type constraint for method append(..., DiffResult) too strict #786",DiffBuilderTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,319,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand319_7460a856f2be,7460a856f2be511bd88b2426fefab9585cf953e7,LANG-944: Add the Jaro-Winkler string distance algorithm to StringUtils - partially applying the patch by Rekha Joshi as submitted for further refinement,StringUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,320,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand320_7489d6e21334,7489d6e21334673dc56399de7decaaa00f11ebcf,CharSet now maintains iteration order,CharSetTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,321,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand321_758743198725,7587431987258e94748d5f2fda1e6ca049a21600,Avoid endless loop printing array with MultilineRecursiveToStringStyle,MultilineRecursiveToStringStyleTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,322,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand322_7642423cfa70,7642423cfa70fc797601afd64ad28ed1609df9d2,[LANG-1146] z/OS identification in SystemUtils. Simplest implementation.,SystemUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,323,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand323_76e14e483cc0,76e14e483cc0760f5c94d14e1606644c19101f8e,"Push down WordUtils to ""text"" sub-package",StringUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,324,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand324_76ec155eea3b,76ec155eea3b1b10b5ddd46e31b38782afbff848,"Fix edge-case NullPointerException in org.apache.commons.lang3.EnumUtils.getEnum(Class, String, E)",EnumUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,325,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand325_776b86e99a1c,776b86e99a1ce18a5093db457109807b766d49c1,[LANG-1331] ImmutablePair.nullPair(),ImmutablePairTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,326,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand326_779828c9a2bb,779828c9a2bb5c38c2cd99c2596ff8ba6b755dd8,"Applying Valentin Rocher's patch to LANG-579, adding new regexp and in range methods to Validate",ValidateTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,327,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand327_77d187eefc85,77d187eefc8596ef8203eb827486099cc8b27835,LANG-1134: New methods for lang3.Validate This closes #87 from github.,ValidateTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,328,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand328_7833161882d5,7833161882d5c98cafda7b3a69ca4693cd155484,Conversion.hexTo*() methods now throw IllegalArgumentException instead of StringIndexOutOfBoundsException,ConversionTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,329,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand329_7869bf058e10,7869bf058e10be7684d4ba6f58346527b692f63a,"[LANG-926] Add ArrayUtils.reverse(array, from, to) methods.",ArrayUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,330,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand330_798caa4e5174,798caa4e51747dfbfceba0af8db7afa4fe629e36,Add LongRange.toLongStream(),LongRangeTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,331,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand331_79eb89e351ef,79eb89e351ef350707d082f3713e4b9fd3a81aeb,"Add and use EnumUtils.getFirstEnumIgnoreCase(Class, String, Function, E).",EnumUtilsTest,True,0,1,1,maven_fail,compile_error,"s/lang3/EnumUtilsTest.java:[49,1] class Traffic2 is public, should be declared in a file named Traffic2.java [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
deepseek-v4-pro,332,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand332_7b6ab58a018b,7b6ab58a018b5f6608ea07bc414d3f34a576c6a2,Add methods for Cloneables to ObjectUtils (LANG-576).,ObjectUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,333,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand333_7c1788334a01,7c1788334a0166f8772295823829e79989c11282,Make SystemProperties.getLineSeparator(Supplier) null-safe,SystemPropertiesTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,334,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand334_7c19a1ff4c21,7c19a1ff4c217f03c0be62baf1169d689f566825,Deprecate CharEncoding and direct users to Java 7 classes,CharEncodingTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,335,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand335_7c8d26daac0c,7c8d26daac0c08e888249d506e5ef4e655898166,"Fail-fast for a null DiffBuilder in ReflectionDiffBuilder.ReflectionDiffBuilder(DiffBuilder, String[]) instead of getting a NullPointerException in ReflectionDiffBuilder instance methods",ReflectionDiffBuilderTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,336,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand336_7d6e0beccb13,7d6e0beccb1345078b3051504e623f399c012fd4,LANG-1005: Extend DurationFormatUtils#formatDurationISO default pattern to match #formatDurationHMS. Thanks to Michael Osipov.,DurationFormatUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,337,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand337_7d9d4d41a632,7d9d4d41a6327c813504e6da4df49fbff33dc02f,ClassUtils.comparator().,ClassUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,338,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand338_7e85d1cf54b1,7e85d1cf54b1e467607a0019b56f91577ebe2e4f,LANG-1226: StringUtils#normalizeSpace does not trim the string anymore (closes #150),StringUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,339,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand339_7ef106b23772,7ef106b23772995e4307f84afd1bee4e2337ce0c,Implements LANG-1050: Change nullToEmpty methods to generics. Thanks to James Sawle. This closes #33 in GitHub too.,ArrayUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,340,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand340_80e6a67649ec,80e6a67649ec10d67f5a574c8e93248615c347ca,Add CalendarUtils.toLocalDate() #725,CalendarUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,341,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand341_82cc24437f43,82cc24437f43d07880d8883229477735431e5d02,LANG-1272: Added shuffle methods to ArrayUtils,ArrayUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,342,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand342_864721d54b8b,864721d54b8b372808b098e13120abe5c22fb9b1,[LANG-1228] Prefer Throwable.getCause() in ExceptionUtils.getCause() (closes #139),ExceptionUtilsTest,True,0,1,1,maven_fail,compile_error,"sTest.java:[646,17] method setUp() is already defined in class org.apache.commons.lang3.exception.ExceptionUtilsTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
deepseek-v4-pro,343,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand343_876543f6ccfa,876543f6ccfaade38887908acf0bdb4a7c070473,Add JavaVersion.JAVA_17 now that Java 17-ea is out.,JavaVersionTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,344,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand344_8a4d1b82f8d5,8a4d1b82f8d5556c866701b556d78fd3e2d4d88a,"Add EnumUtils.getEnumMap(Class, Function). #730.",EnumUtilsTest,True,0,1,1,maven_fail,compile_error,"commons/lang3/EnumUtilsTest.java:[48,1] class Month is public, should be declared in a file named Month.java [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
deepseek-v4-pro,345,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand345_8a7b0da6fc78,8a7b0da6fc783127f8272d955d9f06f1966949ec,"org.apache.commons.lang3.reflect.MethodUtils.getMethodObject(Class<?>, String, Class<?>...) now returns null instead of throwing a NullPointerException, as it does for other exception types",MethodUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,346,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand346_8aa1b44ada75,8aa1b44ada759e7948f87f55bb29ab87b5eb5469,LANG-1092: Wrong formating of time zones with daylight saving time in FastDatePrinter,FastDatePrinterTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,347,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand347_8b62c114cfc5,8b62c114cfc5fd347bd8cb5a391fdfa8cb539435,[LANG-1385] NumberUtils.createNumber() throws StringIndexOutOfBoundsException instead of NumberFormatException.,NumberUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,348,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand348_8cc6363673bb,8cc6363673bbcbff0777dc20343d207a443eed4a,Fix NullPointerExceptions in org.apache.commons.lang3.compare.ComparableUtils.ComparableCheckBuilder,ComparableUtilsTest,True,0,1,1,maven_fail,maven_other_failure," find symbol [ERROR] symbol: variable a [ERROR] location: class org.apache.commons.lang3.compare.ComparableUtilsTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
deepseek-v4-pro,349,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand349_8cd2339a9788,8cd2339a9788cf2c6e44b6761d3a19259fbe1df3,"Applying Eli Lindsey's patch to Yaniv Kunda's report in LANG-936 that StringUtils.getLevensteinDistance(String, String, int) gave the wrong answer when the int threshold is near Integer.MAX_VALUE",StringUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,350,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand350_8d601ab71228,8d601ab71228f7c3dff950540e7ee6e4043e9053,"LANG-1258: Add ArrayUtils#toStringArray(Object[], String) method (and minimal clean-up of ArrayUtils#toStringArray(Object[]))",ArrayUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,351,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand351_8e05b7141a8f,8e05b7141a8fc302b35f412834d660f234a10648,Make ArrayFill null-safe,ArrayFillTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,352,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand352_8e1f5a9aca4a,8e1f5a9aca4afc662503474fae41434f75d5021b,Add EnumSet.stream(Class),EnumUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,353,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand353_8ea0c0284810,8ea0c0284810bd6ec00f608be31abd20dbd4b72b,LANG-915: Wrong locale handling in LocaleUtils.toLocale(). Thanks to Sergio Fernández,LocaleUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,354,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand354_8eef2fc92229,8eef2fc92229e47889e66774edd3df0a9f6d6281,Add Pair.accept(FailableBiConsumer),PairTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,355,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand355_911fbb9352f0,911fbb9352f029dd02971eebdbf7d9cffc7f9175,Add ExceptionUtils.getRootCauseStackTraceList(Throwable),ExceptionUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,356,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand356_9384d0fb583c,9384d0fb583c7a26f5eed8b6f586dc8e24f0dc49,Add org.apache.commons.lang3.SystemProperties.getLineSeparator(Supplier<String>),SystemPropertiesTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,357,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand357_9397608dd35a,9397608dd35a335d5e14813c0923f9419782980a,LANG-971 NumberUtils#isNumber(String) fails to reject invalid Octal numbers,NumberUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,358,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand358_944d6e10a47d,944d6e10a47d1f662b7bda5fd712dfb5440a36cf,Refactor and add RegExUtils.dotAll() and dotAllMatcher(),RegExUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,359,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand359_94f612b31fd9,94f612b31fd934c17850b9a1c8f1eded2cbdc842,[LANG-1764] Several hash collisions in Fraction class,FractionTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,360,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand360_97e572cb7e10,97e572cb7e104b09573bba1881a764d9bac81bc8,[LANG-1802] Fix collision in CharRange.hashCode(),CharRangeTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,361,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand361_97fb6a23e02d,97fb6a23e02d67cc52506e819363d3781f33c1b3,Add SystemUtils.getJavaIoTmpDirPath(),SystemUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,362,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand362_9a313ed46073,9a313ed4607336e025ce34575fdb2006c709524f,Add SystemProperties constants for system properties as of Java 22.,SystemPropertiesTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,363,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand363_9bc57f7fed72,9bc57f7fed72c09468588f2f5ac5d5d503bc845c,"Add RegExUtils.dotAllMatcher(String, CharSequence) and deprecate RegExUtils.dotAllMatcher(String, String)",RegExUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,364,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand364_9bd439b4e0aa,9bd439b4e0aa69050ef1baa537e552fa4620e5d4,LANG-1229: Performance regression due to cyclic hashCode guard,HashCodeBuilderTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,365,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand365_9be39c4a7aa7,9be39c4a7aa7a9a0e3e9cbf29c85884623a9fa4f,Add Streams.of(Iterable<E>),StreamsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,366,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand366_9bf6b2fb4170,9bf6b2fb41704f3a3eadd4816bdff3c4ec24604e,Make Validate.isAssignableFrom() check null inputs.,ValidateTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,367,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand367_9d6a4be2f1ff,9d6a4be2f1ff331e51daa807fb5b81473d645f73,LocaleUtils.availableLocaleSet() uses predictable iteration order,LocaleUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,368,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand368_9e6383cb217b,9e6383cb217bb0d8e615eaea4b3d46446e8cc536,Add SystemUtils.IS_JAVA_16.,SystemUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,369,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand369_9f7d3b5ec3aa,9f7d3b5ec3aab40ee404a652495848213a608f01,Fix `WordUtils.wrap` for `wrapOn` matches different from one character (#1655),WordUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,370,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand370_a01471c196db,a01471c196dba90dc1c4cb83ad3aab9f5cf07698,[LANG-1759] SerializationUtils.clone(Object) throws ClassCastException when called with a Serializable lambda,SerializationUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,371,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand371_a08ec31dbf21,a08ec31dbf212a033953dc6916a743dccbb93e37,Fixes LANG-1292: WordUtils.wrap throws StringIndexOutOfBoundsException,WordUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,372,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand372_a11351107ed7,a11351107ed7ce1b3a903e52c422156b25fa2061,"[LANG-1044] Add method org.apache.commons.lang3.reflect.MethodUtils.invokeExactMethod(Object, String)</action> [LANG-1045] Add method org.apache.commons.lang3.reflect.MethodUtils.invokeMethod(Object, String)</action>",MethodUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,373,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand373_a2b2b35ac3b9,a2b2b35ac3b969686c647e57f5ca3bacc63f2c56,[LANG-1646] NumberUtils to return requested floating point type for zero,NumberUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,374,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand374_a3de60835eb2,a3de60835eb20ddc38f7635f1c0bd94b21801457,"<action issue=""LANG-962"" type=""add"" dev=""ggregory"">Add SerializationUtils.roundtrip(T extends Serializable) to serialize then deserialize</action>",SerializationUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,375,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand375_a40b2a907a69,a40b2a907a69e51675d7d0502b2608833c4da343,LANG-1269: Wrong name or result of StringUtils#getJaroWinklerDistance (closes #198),StringUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,376,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand376_a4ba12e80c1b,a4ba12e80c1b82b814b0165704934ef182ad069f,"org.apache.commons.lang3.EnumUtils.getFirstEnumIgnoreCase(Class<E>, String, Function<E, String>, E) now returns the given default enum on null enumClass input",EnumUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,377,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand377_a5f9a0cc22e4,a5f9a0cc22e4626234a4d7b53bf357d61eb2478b,org.apache.commons.lang3.ClassUtils.getCanonicalName(String) now throws an IllegalArgumentException for array dimensions greater than 255,ClassUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,378,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand378_a606a0328ba4,a606a0328ba4b3061c5bc810a31418fa4251ea16,[LANG-1513] ObjectUtils: Get first non-null supplier value.,ObjectUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,379,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand379_a914a268ba9c,a914a268ba9c3ddc852bcfb0da680ae1103072dd,[LANG-1505] Add StopWatch convenience APIs to format times and create a simple instance.,StopWatchTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,380,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand380_aadbea734d78,aadbea734d78e8d535d3a5837643336ca1384bd2,LANG-921 - BooleanUtils.xor(boolean...) produces wrong results,BooleanUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,381,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand381_aadd8e172eb2,aadd8e172eb22fb593fbaa454075677656fad111,LANG-981 DurationFormatUtils#lexx does not detect unmatched quote char,DurationFormatUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,382,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand382_ab8caff3a352,ab8caff3a352fcf10563db44b85f7e8fb154e3a1,"Add ArrayUtils.nullTo(T[], T[])",ArrayUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,383,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand383_ae28edfbddde,ae28edfbddde9ed45fb0501ec6765a2af5c451f0,Add org.apache.commons.lang3.concurrent.locks.LockingVisitors.reentrantLockVisitor(Object),LockingVisitorsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,384,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand384_af1598229fca,af1598229fca5808042ed20f50c36a4fe923c915,"[LANG-1757] NullPointerException in MethodUtils.getMatchingAccessibleMethod(Class<?>, String, Class<?>...)",MethodUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,385,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand385_b1d01fecee3b,b1d01fecee3b347b2488eb34bd33c90db0847399,[LANG-1479] Add Range.fit(T) to fit a value into a range.,RangeTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,386,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand386_b2e66fe50ba8,b2e66fe50ba8af3986edc3d06a9dd3c8489cfd36,"Add EnumUtils.getFirstEnum(Class<E>, int, ToIntFunction<E>, E)",EnumUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,387,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand387_b31877a46009,b31877a46009d5ee52af9b5f737dabe241689931,LANG-1408: Rounding utilities for converting to BigDecimal,NumberUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,388,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand388_b46d417ef61b,b46d417ef61b69f2e4562e596d55466907d6933d,[LANG-1508] Add org.apache.commons.lang3.SystemUtils.getUserName().,SystemUtilsTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,389,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand389_b5749b4f54b3,b5749b4f54b30c0c2050e456c12cfcf516434f13,LANG-456: HashCodeBuilder throws StackOverflowError in bidirectional navigable association. Thanks to Bob Fields who provides the inital patch. Thanks to Woosan Ko who wrote the final patch. Thanks to Bruno P. Kinoshita who updated the final patch so that it was easy to apply.,HashCodeBuilderTest,True,0,0,0,maven_pass,,
deepseek-v4-pro,390,/home/lpy/workspace/misc/course/Introduction-to-Software-Testing/artifacts/sample_runs/deepseek-v4-pro/cand390_b6f72e73ee96,b6f72e73ee96feb63e17096933fd5b7f313fb77b,Add builders for LockingVisitors implementations,LockingVisitorsTest,True,0,0,0,maven_pass,,
