status,model,cand_id,subject,b,test_path,sample_dir,maven_status,llm_added_count,llm_deleted_count,llm_modified_count,human_added_count,human_deleted_count,human_modified_count,llm_delta_count,human_delta_count,aligned_pair_count,delta_method_ast_similarity,delta_added_ast_sim,delta_modified_ast_sim,parse_error
ok,deepseek-v4-pro,297,LANG-1364: ExceptionUtils#getRootCause(Throwable t) should return t if no lower level cause exists,60412131f3679b720bcaaaf3dea4be666cefea7a,src/test/java/org/apache/commons/lang3/exception/ExceptionUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand297_60412131f367,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,298,LANG-993: Add zero copy write method to StrBuilder; LANG-994: Add zero copy read method to StrBuilder. Thanks to Mikhail Mazursky.,612595106054d0ff2320cc15f88cfef8959e1531,src/test/java/org/apache/commons/lang3/text/StrBuilderTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand298_612595106054,maven_pass,10,0,0,10,0,0,10,10,10,1.0,1.0,1.0,
ok,deepseek-v4-pro,300,"Add Streams.nonNull(T), non-varargs variant",64736630706adf9e2cbb482fbfcbdc81a9dc02f7,src/test/java/org/apache/commons/lang3/stream/StreamsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand300_64736630706a,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,301,LANG-1003: DurationFormatUtils are not able to handle negative durations/periods. Reported by Michael Osipov.,64ef8a80224443c81dfb198cbc567e1b2b9356a2,src/test/java/org/apache/commons/lang3/time/DurationFormatUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand301_64ef8a802244,maven_pass,6,0,0,6,0,0,6,6,6,1.0,1.0,1.0,
ok,deepseek-v4-pro,302,Fix generics in org.apache.commons.lang3.stream.Streams.toArray(Class) signature,6622a46857509a8920a3f085dbca007286c703ac,src/test/java/org/apache/commons/lang3/stream/StreamsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand302_6622a4685750,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,303,Add CalendarUtils.toZonedDateTime(Calendar),666ad13656c690b310fc2c6487dd60b6ed72a5ed,src/test/java/org/apache/commons/lang3/time/CalendarUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand303_666ad13656c6,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,304,Fix NullPointerException in StopWatch.getStopTime(),677e57f56bfae93af520637d47a615013c930266,src/test/java/org/apache/commons/lang3/time/StopWatchTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand304_677e57f56bfa,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,305,[LANG-1697] TypeUtils.getRawType() throws a NullPointerException on Wildcard GenericArrayType,69c4dddbdecc3bf0bfb565e60d6a9a0f7f0eaea0,src/test/java/org/apache/commons/lang3/reflect/TypeUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand305_69c4dddbdecc,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,306,"Add RegExUtils.replacePattern(CharSequence, String, String) and deprecate RegExUtils.replacePattern(String, String, String)",6b81f9e6cf42eae235c7ab505d967f60a42d7d66,src/test/java/org/apache/commons/lang3/RegExUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand306_6b81f9e6cf42,maven_pass,2,1,0,2,1,0,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,307,[LANG-1727] EventListenerSupport doesn't document ordering of events,6e2741da4d1ef471c7c552b91409b2deecbfcec9,src/test/java/org/apache/commons/lang3/event/EventListenerSupportTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand307_6e2741da4d1e,maven_pass,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,308,Add CalendarUtils.getInstance(),6e3e6e2467ecad07099c2908df543f191a6007e1,src/test/java/org/apache/commons/lang3/time/CalendarUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand308_6e3e6e2467ec,maven_pass,0,0,3,0,0,3,3,3,3,1.0,1.0,1.0,
ok,deepseek-v4-pro,309,[LANG-1360] Add methods to ObjectUtils to get various forms of class names in a null-safe manner,6ea2fc8d38e035bafaa92c7d3b007be38c2e9000,src/test/java/org/apache/commons/lang3/ObjectUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand309_6ea2fc8d38e0,maven_pass,3,0,0,3,0,0,3,3,3,1.0,1.0,1.0,
ok,deepseek-v4-pro,311,Add DurationUtils.since(Temporal),6eb223bb8c68540e3f2bfa08c3d87b4cf7dfb544,src/test/java/org/apache/commons/lang3/time/DurationUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand311_6eb223bb8c68,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,312,EnumUtils.getEnumSystemProperty(...).,700be0d8c1abff745020bbe6ed44a2c4c855a7b3,src/test/java/org/apache/commons/lang3/EnumUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand312_700be0d8c1ab,maven_pass,0,0,0,1,0,0,0,1,0,0.0,0.0,1.0,
ok,deepseek-v4-pro,313,LANG-1016: NumberUtils#isParsable method(s). Thanks to Juan Pablo Santos Rodríguez.,7022c194e0a5a3f5e92908068d95ddf2216ca70b,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand313_7022c194e0a5,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,314,"Add ExceptionUtils.forEach(Throwable, Consumer<Throwable>)",70b2250f80ac098e3fbb136bcd765ad90e8d3c0e,src/test/java/org/apache/commons/lang3/exception/ExceptionUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand314_70b2250f80ac,maven_pass,12,0,0,12,0,0,12,12,12,1.0,1.0,1.0,
ok,deepseek-v4-pro,315,"Applying Thomas Neidhart's patch for LANG-905; fixing a bug in which EqualsBuilder considers two arrays of the same type to be equal, without considering the contents",70b3504b9fe03f267ce0f97c6ff21de5f5fbd2f3,src/test/java/org/apache/commons/lang3/builder/EqualsBuilderTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand315_70b3504b9fe0,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,316,Add SystemUtils.IS_JAVA_21,71340db86f0984c415c78c5641d92e287b29d72b,src/test/java/org/apache/commons/lang3/SystemUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand316_71340db86f09,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,317,Update for LANG-1069: CharSet.getInstance documentation does not clearly explain how to include negation character in set. Javadoc expanded and unit tests added to match examples. Based on patch by Arno Noordover.,71f6746f81bb9650f6f228ea204d85ba2c5b7392,src/test/java/org/apache/commons/lang3/CharSetTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand317_71f6746f81bb,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,318,"[LANG-1657] DiffBuilder: Type constraint for method append(..., DiffResult) too strict #786",739d62630092ee517129c703cd9433bd7e1184d4,src/test/java/org/apache/commons/lang3/builder/DiffBuilderTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand318_739d62630092,maven_pass,4,0,0,4,0,0,4,4,4,1.0,1.0,1.0,
ok,deepseek-v4-pro,319,LANG-944: Add the Jaro-Winkler string distance algorithm to StringUtils - partially applying the patch by Rekha Joshi as submitted for further refinement,7460a856f2be511bd88b2426fefab9585cf953e7,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand319_7460a856f2be,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,320,CharSet now maintains iteration order,7489d6e21334673dc56399de7decaaa00f11ebcf,src/test/java/org/apache/commons/lang3/CharSetTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand320_7489d6e21334,maven_pass,0,0,8,0,0,8,8,8,8,1.0,1.0,1.0,
ok,deepseek-v4-pro,321,Avoid endless loop printing array with MultilineRecursiveToStringStyle,7587431987258e94748d5f2fda1e6ca049a21600,src/test/java/org/apache/commons/lang3/builder/MultilineRecursiveToStringStyleTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand321_758743198725,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,322,[LANG-1146] z/OS identification in SystemUtils. Simplest implementation.,7642423cfa70fc797601afd64ad28ed1609df9d2,src/test/java/org/apache/commons/lang3/SystemUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand322_7642423cfa70,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,323,"Push down WordUtils to ""text"" sub-package",76e14e483cc0760f5c94d14e1606644c19101f8e,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand323_76e14e483cc0,maven_pass,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,324,"Fix edge-case NullPointerException in org.apache.commons.lang3.EnumUtils.getEnum(Class, String, E)",76ec155eea3b1b10b5ddd46e31b38782afbff848,src/test/java/org/apache/commons/lang3/EnumUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand324_76ec155eea3b,maven_pass,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,325,[LANG-1331] ImmutablePair.nullPair(),776b86e99a1ce18a5093db457109807b766d49c1,src/test/java/org/apache/commons/lang3/tuple/ImmutablePairTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand325_776b86e99a1c,maven_pass,7,0,0,7,0,0,7,7,7,1.0,1.0,1.0,
ok,deepseek-v4-pro,326,"Applying Valentin Rocher's patch to LANG-579, adding new regexp and in range methods to Validate",779828c9a2bb5c38c2cd99c2596ff8ba6b755dd8,src/test/java/org/apache/commons/lang3/ValidateTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand326_779828c9a2bb,maven_pass,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,328,Conversion.hexTo*() methods now throw IllegalArgumentException instead of StringIndexOutOfBoundsException,7833161882d5c98cafda7b3a69ca4693cd155484,src/test/java/org/apache/commons/lang3/ConversionTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand328_7833161882d5,maven_pass,0,0,3,0,0,3,3,3,3,1.0,1.0,1.0,
ok,deepseek-v4-pro,329,"[LANG-926] Add ArrayUtils.reverse(array, from, to) methods.",7869bf058e10be7684d4ba6f58346527b692f63a,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand329_7869bf058e10,maven_pass,0,0,0,9,0,0,0,9,0,0.0,0.0,1.0,
ok,deepseek-v4-pro,330,Add LongRange.toLongStream(),798caa4e51747dfbfceba0af8db7afa4fe629e36,src/test/java/org/apache/commons/lang3/LongRangeTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand330_798caa4e5174,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,332,Add methods for Cloneables to ObjectUtils (LANG-576).,7b6ab58a018b5f6608ea07bc414d3f34a576c6a2,src/test/java/org/apache/commons/lang3/ObjectUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand332_7b6ab58a018b,maven_pass,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,333,Make SystemProperties.getLineSeparator(Supplier) null-safe,7c1788334a0166f8772295823829e79989c11282,src/test/java/org/apache/commons/lang3/SystemPropertiesTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand333_7c1788334a01,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,334,Deprecate CharEncoding and direct users to Java 7 classes,7c19a1ff4c217f03c0be62baf1169d689f566825,src/test/java/org/apache/commons/lang3/CharEncodingTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand334_7c19a1ff4c21,maven_pass,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,335,"Fail-fast for a null DiffBuilder in ReflectionDiffBuilder.ReflectionDiffBuilder(DiffBuilder, String[]) instead of getting a NullPointerException in ReflectionDiffBuilder instance methods",7c8d26daac0c08e888249d506e5ef4e655898166,src/test/java/org/apache/commons/lang3/builder/ReflectionDiffBuilderTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand335_7c8d26daac0c,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,336,LANG-1005: Extend DurationFormatUtils#formatDurationISO default pattern to match #formatDurationHMS. Thanks to Michael Osipov.,7d6e0beccb1345078b3051504e623f399c012fd4,src/test/java/org/apache/commons/lang3/time/DurationFormatUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand336_7d6e0beccb13,maven_pass,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,337,ClassUtils.comparator().,7d9d4d41a6327c813504e6da4df49fbff33dc02f,src/test/java/org/apache/commons/lang3/ClassUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand337_7d9d4d41a632,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,338,LANG-1226: StringUtils#normalizeSpace does not trim the string anymore (closes #150),7e85d1cf54b1e467607a0019b56f91577ebe2e4f,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand338_7e85d1cf54b1,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,339,Implements LANG-1050: Change nullToEmpty methods to generics. Thanks to James Sawle. This closes #33 in GitHub too.,7ef106b23772995e4307f84afd1bee4e2337ce0c,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand339_7ef106b23772,maven_pass,4,0,0,4,0,0,4,4,4,1.0,1.0,1.0,
ok,deepseek-v4-pro,340,Add CalendarUtils.toLocalDate() #725,80e6a67649ec10d67f5a574c8e93248615c347ca,src/test/java/org/apache/commons/lang3/time/CalendarUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand340_80e6a67649ec,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,341,LANG-1272: Added shuffle methods to ArrayUtils,82cc24437f43d07880d8883229477735431e5d02,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand341_82cc24437f43,maven_pass,9,0,0,9,0,0,9,9,9,1.0,1.0,1.0,
ok,deepseek-v4-pro,343,Add JavaVersion.JAVA_17 now that Java 17-ea is out.,876543f6ccfaade38887908acf0bdb4a7c070473,src/test/java/org/apache/commons/lang3/JavaVersionTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand343_876543f6ccfa,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,345,"org.apache.commons.lang3.reflect.MethodUtils.getMethodObject(Class<?>, String, Class<?>...) now returns null instead of throwing a NullPointerException, as it does for other exception types",8a7b0da6fc783127f8272d955d9f06f1966949ec,src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand345_8a7b0da6fc78,maven_pass,0,0,2,0,0,2,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,346,LANG-1092: Wrong formating of time zones with daylight saving time in FastDatePrinter,8aa1b44ada759e7948f87f55bb29ab87b5eb5469,src/test/java/org/apache/commons/lang3/time/FastDatePrinterTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand346_8aa1b44ada75,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,347,[LANG-1385] NumberUtils.createNumber() throws StringIndexOutOfBoundsException instead of NumberFormatException.,8b62c114cfc5fd347bd8cb5a391fdfa8cb539435,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand347_8b62c114cfc5,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,349,"Applying Eli Lindsey's patch to Yaniv Kunda's report in LANG-936 that StringUtils.getLevensteinDistance(String, String, int) gave the wrong answer when the int threshold is near Integer.MAX_VALUE",8cd2339a9788cf2c6e44b6761d3a19259fbe1df3,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand349_8cd2339a9788,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,350,"LANG-1258: Add ArrayUtils#toStringArray(Object[], String) method (and minimal clean-up of ArrayUtils#toStringArray(Object[]))",8d601ab71228f7c3dff950540e7ee6e4043e9053,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand350_8d601ab71228,maven_pass,2,1,0,2,1,0,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,351,Make ArrayFill null-safe,8e05b7141a8fc302b35f412834d660f234a10648,src/test/java/org/apache/commons/lang3/ArrayFillTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand351_8e05b7141a8f,maven_pass,8,0,0,8,0,0,8,8,8,1.0,1.0,1.0,
ok,deepseek-v4-pro,352,Add EnumSet.stream(Class),8e1f5a9aca4afc662503474fae41434f75d5021b,src/test/java/org/apache/commons/lang3/EnumUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand352_8e1f5a9aca4a,maven_pass,0,0,0,0,47,0,0,0,0,0.0,1.0,1.0,
ok,deepseek-v4-pro,353,LANG-915: Wrong locale handling in LocaleUtils.toLocale(). Thanks to Sergio Fernández,8ea0c0284810bd6ec00f608be31abd20dbd4b72b,src/test/java/org/apache/commons/lang3/LocaleUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand353_8ea0c0284810,maven_pass,1,0,1,1,0,1,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,354,Add Pair.accept(FailableBiConsumer),8eef2fc92229e47889e66774edd3df0a9f6d6281,src/test/java/org/apache/commons/lang3/tuple/PairTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand354_8eef2fc92229,maven_pass,2,0,0,2,0,0,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,355,Add ExceptionUtils.getRootCauseStackTraceList(Throwable),911fbb9352f029dd02971eebdbf7d9cffc7f9175,src/test/java/org/apache/commons/lang3/exception/ExceptionUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand355_911fbb9352f0,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,356,Add org.apache.commons.lang3.SystemProperties.getLineSeparator(Supplier<String>),9384d0fb583c7a26f5eed8b6f586dc8e24f0dc49,src/test/java/org/apache/commons/lang3/SystemPropertiesTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand356_9384d0fb583c,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,357,LANG-971 NumberUtils#isNumber(String) fails to reject invalid Octal numbers,9397608dd35a335d5e14813c0923f9419782980a,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand357_9397608dd35a,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,358,Refactor and add RegExUtils.dotAll() and dotAllMatcher(),944d6e10a47d1f662b7bda5fd712dfb5440a36cf,src/test/java/org/apache/commons/lang3/RegExUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand358_944d6e10a47d,maven_pass,2,0,0,2,0,0,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,359,[LANG-1764] Several hash collisions in Fraction class,94f612b31fd934c17850b9a1c8f1eded2cbdc842,src/test/java/org/apache/commons/lang3/math/FractionTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand359_94f612b31fd9,maven_pass,1,0,1,1,0,1,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,360,[LANG-1802] Fix collision in CharRange.hashCode(),97e572cb7e104b09573bba1881a764d9bac81bc8,src/test/java/org/apache/commons/lang3/CharRangeTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand360_97e572cb7e10,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,361,Add SystemUtils.getJavaIoTmpDirPath(),97fb6a23e02d67cc52506e819363d3781f33c1b3,src/test/java/org/apache/commons/lang3/SystemUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand361_97fb6a23e02d,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,362,Add SystemProperties constants for system properties as of Java 22.,9a313ed4607336e025ce34575fdb2006c709524f,src/test/java/org/apache/commons/lang3/SystemPropertiesTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand362_9a313ed46073,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,363,"Add RegExUtils.dotAllMatcher(String, CharSequence) and deprecate RegExUtils.dotAllMatcher(String, String)",9bc57f7fed72c09468588f2f5ac5d5d503bc845c,src/test/java/org/apache/commons/lang3/RegExUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand363_9bc57f7fed72,maven_pass,1,0,1,1,0,1,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,364,LANG-1229: Performance regression due to cyclic hashCode guard,9bd439b4e0aa69050ef1baa537e552fa4620e5d4,src/test/java/org/apache/commons/lang3/builder/HashCodeBuilderTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand364_9bd439b4e0aa,maven_pass,0,1,0,0,1,0,0,0,0,1.0,1.0,1.0,
ok,deepseek-v4-pro,365,Add Streams.of(Iterable<E>),9be39c4a7aa7a9a0e3e9cbf29c85884623a9fa4f,src/test/java/org/apache/commons/lang3/stream/StreamsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand365_9be39c4a7aa7,maven_pass,2,0,0,2,0,0,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,366,Make Validate.isAssignableFrom() check null inputs.,9bf6b2fb41704f3a3eadd4816bdff3c4ec24604e,src/test/java/org/apache/commons/lang3/ValidateTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand366_9bf6b2fb4170,maven_pass,3,0,0,3,0,0,3,3,3,1.0,1.0,1.0,
ok,deepseek-v4-pro,367,LocaleUtils.availableLocaleSet() uses predictable iteration order,9d6a4be2f1ff331e51daa807fb5b81473d645f73,src/test/java/org/apache/commons/lang3/LocaleUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand367_9d6a4be2f1ff,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,368,Add SystemUtils.IS_JAVA_16.,9e6383cb217bb0d8e615eaea4b3d46446e8cc536,src/test/java/org/apache/commons/lang3/SystemUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand368_9e6383cb217b,maven_pass,0,0,1,0,0,1,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,369,Fix `WordUtils.wrap` for `wrapOn` matches different from one character (#1655),9f7d3b5ec3aab40ee404a652495848213a608f01,src/test/java/org/apache/commons/lang3/text/WordUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand369_9f7d3b5ec3aa,maven_pass,1,2,0,1,2,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,370,[LANG-1759] SerializationUtils.clone(Object) throws ClassCastException when called with a Serializable lambda,a01471c196dba90dc1c4cb83ad3aab9f5cf07698,src/test/java/org/apache/commons/lang3/SerializationUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand370_a01471c196db,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,371,Fixes LANG-1292: WordUtils.wrap throws StringIndexOutOfBoundsException,a08ec31dbf212a033953dc6916a743dccbb93e37,src/test/java/org/apache/commons/lang3/text/WordUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand371_a08ec31dbf21,maven_pass,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,
ok,deepseek-v4-pro,372,"[LANG-1044] Add method org.apache.commons.lang3.reflect.MethodUtils.invokeExactMethod(Object, String)</action> [LANG-1045] Add method org.apache.commons.lang3.reflect.MethodUtils.invokeMethod(Object, String)</action>",a11351107ed7ce1b3a903e52c422156b25fa2061,src/test/java/org/apache/commons/lang3/reflect/MethodUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand372_a11351107ed7,maven_pass,0,0,2,0,0,2,2,2,2,1.0,1.0,1.0,
ok,deepseek-v4-pro,373,[LANG-1646] NumberUtils to return requested floating point type for zero,a2b2b35ac3b969686c647e57f5ca3bacc63f2c56,src/test/java/org/apache/commons/lang3/math/NumberUtilsTest.java,D:\software_test_intro\artifacts\artifacts\sample_runs\deepseek-v4-pro\cand373_a2b2b35ac3b9,maven_pass,1,0,3,1,0,3,4,4,4,1.0,1.0,1.0,
